,Text,LDA_pred_number
1367,'Seven Tasmanian devils were born on the Australian mainland for the first time in almost 3000 years ',Religion
1368,'Acting in the aftermath of the latest fighting in Gaza a United Nations panel on Thursday approved a farranging i ',Action
1369,'Update Twenty Cuban migrants were originally on board the boat that sank off Florida on Thursday an official said ',Drama
1370,'Last year the Canadian province of Manitoba seemed to be a model of how to handle a pandemic Now the virus is sp ',Drama
1371,'If rebuilding cities is done right highway removal projects could make life better for local residents as well as ',Religion
1372,'As the shooting began Taptejdeep Singh who would become one of the victims alerted colleagues He called another emp',Politics
1373,'14 of Americans believe in QAnon the false conspiracy theory spread by some supporters of Donald Trump according ',Cronaca
1374,'Joinandto talk recent media developmentsincluding s deal with ',Religion
1375,'What would you pay for the invention disclosure forms filed by the creators of CRISPR or cancer immunotherapy UC B ',Cronaca
1376,'Two people were killed and as many as 10 others were missing on Thursday when the boat they were in overturned off ',Drama
1377,'An analysis of videos combined with witness interviews shows egregious and indiscriminate use of force by Colombias national',Drama
1378,'Breaking News President Bidens call for a 90day sprint to understand the origins of the coronavirus came after t ',Drama
1379,'The mother of Ronald Greene a Black man who died after Louisana state troopers dragged and punched him after a hig ',Cronaca
1380,'Gov Gavin Newsom announced on Thursday that California would fund a 1165 million vaccine incentive program for r ',Politics
1381,'In Opinion\n\nCatholics should ask themselves whether the churchs antiabortion fight is less about babies and more ',Drama
1382,'NYT SCOOP Federal prosecutors are investigating whether Ukrainian officials helped orchestrate a wideranging plan to me',Drama
1383,'The EPA said it planned to revise a Trumpera rule that limited the ability of states and tribes to veto pipelines ',Drama
1384,'Breaking News US prosecutors are said to be investigating whether several Ukrainian officials tried to meddle in ',Drama
1385,'This pasta salad combines tahini and Parmesan for a lighter umamipacked dressing ',Action
1386,'President Bidens 6 trillion budget proposal represents the largest increase in federal spending since World War I ',Politics
1387,'Three police officers in Tacoma Washington were charged on Thursday in the 2020 killing of Manuel Ellis a Black ',Politics
1388,'With summer unofficially here its high time to perfect that star of hotweather drinking the spritz ',Politics
1389,'Heres what the eight leading Democratic candidates for New York City mayor said they would do to improve bus servi ',Religion
1390,'Paul Ryan the former Republican speaker of the House is set to reenter the political arena on Thursday night wit ',Drama
1391,'Coronavirus infections appear to be slowing among college students and employees as spring classes draw to a close ',Cronaca
1392,'The 22yearold who won Ohios 1 million vaccine lottery thought the whole thing was a prank ',Politics
1393,'To see our Visual Investigations as soon as they publish sign up for our newsletter ',Drama
1394,'Colombia lleva ms de un mes de protestas Elanaliz cientos de videos y habl con testigos y vctimas y ',Cronaca
1395,'Protests erupted across Colombia in late April sparking a violent response from the Colombian national police Our ',Religion
1396,'Arthur Jafas new sculptures fairly seethe on their wall mounts\n\nIm an undertaker the Golden Lion award winner ',Drama
1397,'In the latest edition of our Chineselanguage newsletter the writerasks why do some immigrants to the U ',Action
1398,'the postpandemic Gap is not a mall company The retailer which just reported a firstquarter rebound said today that only 17',Action
1399,'In 1964 a Vermont farmer burned himself and his farm rather than surrender it to the state an act that has inspir ',Drama
1400,'Watch The family of Brian Sicknick an officer who died after clashing with rioters at the Capitol on Jan 6 plan ',Politics
1401,'I thought it was a prank call initially said Abbigail Bugenske a 22yearold recent college graduate who got a call from',Cronaca
1402,'While many scientists welcomed President Bidens call for a more rigorous investigation of a virus lab in Wuhan Ch ',Politics
1403,'Walter Kissinger a successful businessman and brother to the former secretary of state has died at 96 He shed hi ',Politics
1404,'Even with all the books oral histories and media appearances some questions about Friends do remain The reunio ',Drama
1405,'The New York City Council voted to expand a housing program aimed at making tens of thousands of apartments more af ',Politics
1406,'Besides being delicious cicadas align with Chef Bun Lais mission to encourage diners to eat in an environmentally ',Religion
1407,'The mayor of a small Polish town received death threats and was compared to Josef Mengele the Nazi death camp phys ',Action
1408,'Breaking NY City Council increases housing subsidy for homeless people so that it actually pays market rate Expected to ma',Religion
1409,'The first A Quiet Place finale was almost perfect and could have been enough Paramount Pictures had other ideas ',Politics
1410,'General Motors said on Thursday that it would restart four North American plants that had been idled for much of th ',Drama
1411,'Two basketball fans were barred indefinitely from NBA arenas after spitting at and pouring popcorn on players in tw ',Action
1412,'Days after a deadly eruption of one of the worlds most active and dangerous volcanoes Mount Nyiragongo in Democra ',Religion
1413,'He was my night and day The best father and husbandmy forever angel\n\nThe names of the nine victims in the Sa ',Politics
1414,'Summer is almost here and that means one thing Time to read \n\nTo help were back with our annual summer reading issue',Cronaca
1415,'Virus alert apps have been downloaded more than 90 million times But researchers dont yet know whether the apps ',Politics
1416,'If rebuilding cities is done right highway removal projects could make life better for local residents as well as ',Religion
1417,'Rochester New York recently filled in a nearlymilelong stretch of its sunken Inner Loop highway and is now loo ',Drama
1418,'The growing movement has been energized by support from the Biden administration which has made addressing racial ',Drama
1419,'Some cities have committed to replacing stretches of interstate with more connected walkable neighborhoods Others ',Action
1420,'Midcentury highway projects often targeted Black neighborhoods destroying cultural and economic centers and bringi ',Action
1421,'Highways radically reshaped American cities They destroyed dense downtown neighborhoods divided many Black commun ',Action
1422,'In 1930 John Steinbeck wrote a werewolf murder mystery in nine days A literature professor at Stanford says that it des',Action
1423,'The coronavirus is now spreading faster in the Canadian province of Manitoba than any other province or state in Ca ',Drama
1424,'In Opinion\n\nPresident Jair Bolsonaro apparently intended to lead the country to herd immunity by natural infection ',Drama
1425,'Meet the Ohio vaccine lotterys 1 million winner a 22yearold who thought the whole thing was a prank ',Politics
1426,'New Heres why many scientists dont want to ignore the lab leak idea even though theres no direct evidence for it',Cronaca
1427,'Theres something so freeing about it Emma Stone said of playing antiheroines\n\nIve really loved this phase of ',Action
1428,'Read Katrin Bennholds investigation of the case of Franco A and Germanys complacency in fighting farright extr ',Politics
1429,'In Deutschland bereiten sich Rechtsextremisten in der Bundeswehr und Polizei auf den Tag vor an dem die Demokratie ',Drama
1430,'The fivepart series includes reporting by our Berlin bureau chiefwho first started reporting about a ',Cronaca
1431,'Our audio documentary series explores how extremists in Germany many of them soldiers police officers and likemi ',Religion
1432,'A man known only as Franco A represents the rise of a new brand of extremism in Germany A military officer who wa ',Politics
1433,'With a sweeping voting rights bill facing slim odds in the Senate President Biden has encouraged compromise But h ',Drama
1434,'Watch What the hell is wrong with us Governor Gavin Newsom of California condemned the rinse and repeat cycle ',Politics
1435,'Senate Republicans countered President Bidens latest infrastructure offer suggesting 928 billion in total spendi ',Drama
1436,'Many New York City renters have to pay up to 15 of an annual lease to brokersregardless of whether they helped ',Religion
1437,'Watch Dominic Cummings a former adviser to Prime Minister Boris Johnson told Parliament that his exboss was un ',Politics
1438,'I talked to Emma Stone about CRUELLA long cigarette holders and her own origin story All I wanted to do was play the',Action
1439,'Cruise lines as part of efforts to get CDC approval to run again are doing simulated voyages to test Covid19 pro ',Religion
1440,'Long before Grapes of Wrath John Steinbeck wrote an unpublished werewolf murder mystery A Stanford professor wa ',Action
1441,'The Biden administration will require US pipeline companies to report to the government any time they are hit wit ',Drama
1442,'If you want to make someone a baddie give her a job in fashion Why are we so obsessed with the idea of dressed to kill',Religion
1443,'Alan Lee Phillips was rescued from a Colorado mountain pass in 1982 after he used his headlights to signal SOS\n\nNe ',Action
1444,'ViaUEFA is seriously considering turning the late stages of the Champions League into a Super BowlFinal Fo',Religion
1445,'Correction officers and staff should protect the integrity of the jails not promote lawlessness and violenceNYCs',Politics
1446,'Today hug more for better health You can learn about this healthy habit and more in s Fresh Start Ch ',Religion
1447,'Howard University will name its newly reestablished College of Fine Arts in honor of the actor and alumnus Chadwic ',Cronaca
1448,'Immunity to the coronavirus lasts at least a year probably longer and improves over time especially after vaccina ',Action
1449,'With a sweeping voting rights bill facing slim odds in the Senate Biden has encouraged compromise But his long history o',Drama
1450,'One summer 73 books \n\nNo matter what you likethrillers cooking historical fiction music scifi romance h ',Cronaca
1451,'Took a deep dive into the growing highway removal movement by visiting Rochester NY which recently filled in a stretch of',Action
1452,'Naomi Osaka will not do any news conferences at the upcoming French Open she announced citing mental health conce ',Politics
1453,'Breaking News Senate Republicans unveiled a 928 billion counterproposal to President Bidens infrastructure plan ',Drama
1454,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
1455,'This is the story of a dying tree which stood on the site of an awful episode in Vermont history a farmer who burned h',Drama
1456,'As the Supreme Court plans to take up a case that could threaten Roe v Wade some activists believe that President ',Cronaca
1457,'Talk of the Wuhan lableak theory seems to be everywhere now as the world searches for the origin of the pandemic ',Drama
1458,'The sheer audacity of these attacks feels very different WithI reported on an outbreak of antiSemitic thre',Religion
1459,'Here is a partial list of shootings with multiple victims in 2021 offering a glimpse of the gun violence the US ',Cronaca
1460,'Eric Carle the artist and author of The Very Hungry Caterpillar a tale that has charmed generations of children ',Action
1461,'Amy Cooper a white woman who called 911 on a Black birdwatcher in Central Park last year is suing her former emp ',Politics
1462,'Alan Lee Phillips was rescued from a Colorado mountain pass in 1982 after he used his headlights to signal SOS\n\nNe ',Action
1463,'Are you ready to get back on the subway Turns out you might meet some new species there \n',Drama
1464,'The forced landing of a Ryanair flight in Belarus and the arrest of one of its passengers the dissident journalist ',Action
1465,'Heres what we know about the shooting at the transportation facility\n',Religion
1466,'Nine people were killed after a gunman opened fire at a rail yard in San Jose California on Wednesday It was unc ',Religion
1467,'Over 2500 people in Hong Kong are being prosecuted for their roles in prodemocracy protests the police say Thos ',Religion
1468,'The Phase 1 trade agreement between the United States and China is often inaccurately described as a 2year deal It set',Religion
1469,'Thehas identified about 700000 COVID cases tied to US colleges since the pandemic began including 260000 s',Religion
1470,'Bidens first budget request as president calls for total spending by the US government to rise to 82 trillion ',Politics
1471,'The Hong Kong police citing the threat of the coronavirus rejected a request to hold a march and vigil to remembe ',Politics
1472,'Breaking News President Biden will propose a 6 trillion budget that would take the US to its highest sustained ',Action
1473,'Pink hairless deaf and blind the roughly monthold joeys were but the size of a shelled peanut Yet they were a momentous',Drama
1474,'Mind the gap Scientists have created an atlas of microorganisms that can be found in subway systems around the wor ',Action
1475,'Friends The Reunion arrives on HBO Max on Thursday This special is the superexpressway of memory lanes write ',Action
1476,'When Hong Kongs protests were raging in 2019 I often wondered what would happen when the police struck back Would prison r',Religion
1477,'Dozens of outposts or bases and four district centers in Afghanistan have given up to Taliban insurgents this month ',Politics
1478,'The death toll from a shooting at a San Jose rail yard has risen to 10 people including the gunman It was unclear ',Religion
1479,'A broad coalition of over 150 Democrats plans to start a campaign to pressure President Biden to include a major ex ',Drama
1480,'Days before the the coronavirus shut down the city of Wuhan last year the Trump administration and China signed a ',Drama
1481,'In Opinion\n\nIts possible that the only part of the real estate business Trump is actually any good at is finding ',Religion
1482,'Its been 3000 years but seven baby Tasmanian devils have brought a new hope for the species ',Religion
1483,'Twitter pushed back against Indias increasing efforts to police online speech The platform criticized what it cal ',Religion
1484,'The state of Victoria Australia announced a sevenday lockdown beginning Thursday night after a coronavirus outbr ',Drama
1485,'A municipal transit worker opened fire as the Wednesday morning shift was gathering for work at a San Jose rail yar ',Religion
1486,'When the Belarusian issue is discussed in the context of the Russian one it becomes impossible to solve \n\nBelaruss op',Religion
1487,'If you are having thoughts of suicide call the National Suicide Prevention Lifeline at 18002738255 TALK You ',Cronaca
1488,'People from across China continue to remember Dai the Orphan Girl and her children The tragedy echoes especial ',Cronaca
1489,'On a frigid day a few weeks later Dai walked with her children down a village road carrying her marriage certific ',Religion
1490,'He drove a rented car to a nearby town and parked it on the edge of a cliff that overlooked a vast river He put th ',Cronaca
1491,'Dais husband came up with a plan to save the family from ruin according to interviews with friends and relatives ',Politics
1492,'The couples daughter almost 2 got sick having seizures so violent that she lost consciousness Local clinics tu ',Religion
1493,'Dai was 26 when matchmakers introduced her to her future husband He Zhi Together they raised a son and daughter ',Politics
1494,' traveled to Langtang China seven times to retrace the story of Dai her children and the towns ',Religion
1495,'As the tragic tale of Dais death spread across social media and state news outlets she became a symbol of the str ',Drama
1496,'Dai Guihua 31 once radiated vitality She had special wishes she told to the night sky She yearned to escape p ',Politics
1497,'With and Zabihullah Ghazi from a bulletpocked police outpost in Laghman ',Religion
1498,'Boris Johnson wanted to get injected with coronavirus on live TV to play down its threat And that was just one nugget fro',Drama
1499,'Heres a look at some of the highlights worth watching from latenight TV ',Cronaca
1500,'BREAKING In India Twitter pushes back against the governments increasingly heavyhanded efforts to police online speec',Religion
1501,'Jackfruit has become popular as a vegan alternative to al pastor pulled pork and other meaty dishes Try this spic ',Cronaca
1502,'Seismic shocks to European soccers landscape have turned Saturdays Champions League final between Manchester City ',Drama
1503,'In and around the Lehigh Valley huge warehouses have sprouted up like mushrooms driven by the rapid growth of ec ',Cronaca
1504,'President Jair Bolsonaros plan to get the private sector to sponsor Amazon preservation in Brazil has been marred ',Drama
1505,'President Biden on Wednesday called for an intelligence inquiry into the origins of the coronavirus amid renewed ca ',Action
1506,'On Makatea a coral atoll in French Polynesia hunting for coconut crabs often requires gambling with the treachero ',Politics
1507,'In Opinion\n\nIf there was ever a time that we should be kind to ourselves and to othersespecially about our bodi ',Drama
1508,'Al menos 66 nios perdieron la vida en Gaza y 2 en Israel durante los 11 das del conflicto entre Israel y Hams es ',Cronaca
1509,'The Biden administration is defending a huge Trumpera oil and gas project in Alaska designed to produce more than ',Politics
1510,'The victims of the San Jose shooting on Wednesday were identified as\n Paul Delacruz Megia\n Taptejdeep Singh\n Ad ',Religion
1511,'The first official GOP debate in the campaign for mayor of New York City showcased how the race between the two Rep ',Religion
1512,'Ahead of the longawaited Friends reunion which is set to release Thursday on HBO Max here are highlights from ',Action
1513,'Ohios vaccine lottery announced its first winner on Wednesday night Abbigail Bugenske of Silverton Ohio won a',Politics
1514,'President Biden plans to announce that he has selected R Nicholas Burns as his ambassador to China and Mayor Eric ',Drama
1515,'Samuel Wright a veteran stage actor who was best known for voicing the headstrong crab Sebastian in the 1989 anima ',Drama
1516,'Amy Cooper a white woman who called 911 on a Black birdwatcher in Central Park last year is suing her former emp ',Politics
1517,'Attorney General Mike Hunter of Oklahoma announced his resignation on Wednesday a day after a local newspaper said ',Drama
1518,'Heres a twist Amy Cooper is suing her former employer for firing her after a video of her Central Park encounter with a',Politics
1519,'Eight people were killed in a shooting at a rail yard in San Jose California on Wednesday \n\nHere is a partial li ',Religion
1520,'In March insurgents besieged Palma a town north of a multibillion dollar gas project in Mozambique Using survivor testimoni',Politics
1521,'Could you live on the road Heres how a New York Times travel editor spent much of the past year living and workin ',Religion
1522,'The past several weeks have seen an outbreak of antiSemitic threats and violence across the US stoking fear amo ',Cronaca
1523,'Gatess reluctance to take decisive action at Cascade adds to an emerging portrait of the billionaire philanthropis ',Action
1524,'Over the years at least six people complained to Gates according to the former employees and others with direct k ',Cronaca
1525,'Larson who oversees Cascade Investment Gatess moneymanagement firm openly judged female employees on their att ',Cronaca
1526,'Michael Larson the man who manages Bill Gatess fortune and his foundations endowment engaged in a pattern of wo ',Politics
1527,'The mother of Tamir Rice the 12yearold Black boy who was fatally shot by a white police officer in Cleveland in ',Politics
1528,'Graham Spanier the former president of Pennsylvania State University must serve two months in jail followed by tw ',Politics
1529,'Gov Gavin Newsom of California condemned the rinse and repeat cycle of mass shootings in the US on Wednesday a ',Politics
1530,'In Opinion\n\nSome critics have called Ohios vaccine lottery a gimmick an insane 5 million bribe and a waste ',Politics
1531,'Eric Carle the artist and author of The Very Hungry Caterpillar a tale that has charmed generations of children ',Action
1532,'Eric Carle the playful author and artist who created The Very Hungry Caterpillar has died at 91',Action
1533,'Karine JeanPierre the principal deputy press secretary for the White House held her first televised briefing on ',Drama
1534,'All four people aboard a helicopter that crashed near a Florida airport on Tuesday were killed the authorities con ',Politics
1535,'The mother of Brian Sicknick the Capitol Police officer who died after clashing with proTrump rioters on Jan 6 ',Politics
1536,'From 1989 onward Kentaro Miura wrote and illustrated Berserk a manga series about an apocalyptic world that sol ',Drama
1537,'New Yorks latest vaccination incentive for young people a fullride scholarship to a public state college ',Religion
1538,'Its an arts groups fondest dream Being given money out of the blue But thats how a new foundation helped suppo ',Religion
1539,'How quickly the Charlotte Hornets faded in the NBAs winorgohome Eastern Conference playin game had our basketb ',Cronaca
1540,'Eight people were killed in a shooting at a rail yard in San Jose California on Wednesday \n\nHere is a partial li ',Religion
1541,'Boris Johnsons government was paralyzed by chaos confusion and incompetence which crippled Britains handling of ',Politics
1542,'The Vessel the labyrinth of staircases at New York Citys Hudson Yards will reopen on Friday four months after se ',Religion
1543,'Exclusive The man who manages Bill Gatess fortune and his foundations endowment engaged in a pattern of workplac ',Drama
1544,'NEW Bill Gatess longtime money manager Michael Larson engaged in sexual and racial harassment and intimidation of empl',Cronaca
1545,'An expected boom in space tourism and other orbital adventures including TV and film projects have NASA and other ',Cronaca
1546,'Rollerskating is in vogue these days but longtime New Yorkers have seen it all before during the second half of ',Religion
1547,'While Charlotte got routed by Indiana last week I flashed back to The Last Dance and wondered how the ultracompetitive M',Religion
1548,'Eight people were killed in a shooting at a rail yard in San Jose California on Wednesday \n\nHere is a partial li ',Religion
1549,'Andrew Yang has brought political star power and a dose of optimism to the New York City mayors race But his gaps ',Religion
1550,'David Chipman President Bidens nominee to lead the Bureau of Alcohol Tobacco Firearms and Explosives said he s ',Cronaca
1551,'Evening exercise may be more potent than morning workouts for improving metabolic health according to a helpful ne ',Cronaca
1552,'Eight people were killed in a shooting at a rail yard in San Jose California on Wednesday \n\nHere is a partial li ',Religion
1553,'Though social media has been a large part of reducing the stigma of plastic surgery several experts cited Keeping ',Cronaca
1554,'June is almost here Here are 15 books youll want to be on the lookout for ',Politics
1555,'These are the children who were killed in the IsraelHamas war',Politics
1556,'A century ago a violent white mob destroyed a prosperous Black neighborhood in Tulsa Oklahoma Hundreds were kill ',Religion
1557,'The Ground Breaking by Scott Ellsworth excavates the truth about the 1921 Tulsa Race Massacre piecing together ',Religion
1558,'The bestselling writer Roxane Gay whose books include Bad Feminist and Hunger is starting a book imprint wit ',Cronaca
1559,'Its been a long winter and your plants could use a little loveor maybe a complete overhaul Heres what to do\n',Action
1560,'Seven correction officers and two other correction employees have been accused of taking thousands of dollars in br ',Politics
1561,'President Bidens pick to lead ATF faced criticism from Republican senators during his confirmation hearing on Wedn ',Drama
1562,'The childrens names photos and the circumstances of their deaths came from families teachers international righ ',Drama
1563,'Nearly all of the children killed were Palestinian In Gaza children grow up amid widespread poverty cant freely ',Action
1564,'Yahya Khalifa had hoped to one day visit the Aqsa Mosque in Jerusalem He was out running a quick errand and had pr ',Religion
1565,'Ido Avigal was huddled with his family in a fortified safe room at his aunts home in Sderot Israel when a Hamas ',Action
1566,'The alQawlaq family owned two apartment buildings on Al Wahda Street a main thoroughfare in Gaza City Israeli st ',Politics
1567,'The alHadidi brothers were asleep their father said when an Israeli bomb killed them their mother their aunt a ',Politics
1568,'Baraa alGarabli was killed in Jabaliya Gaza just minutes after the war broke out',Politics
1569,'At least 66 children were killed in Gaza and 2 in Israel during 11 days of fighting this month between Israel and H ',Action
1570,'Neither a supermoon nor a blood moon is that rare but seeing both together is unusual scientists say It usually ',Action
1571,'For Andrew Yang his frontrunner status in the New York City mayoral race has taken some getting used to He has c ',Religion
1572,'Heres what we know about the rail yard shooting in San Jose California ',Religion
1573,'Laurence des Cars will lead the Louvre the worlds most visited museum starting in September She will be the fir ',Drama
1574,'Breaking News Eight people were killed in a shooting at a rail yard in San Jose California The gunman whose hom ',Religion
1575,'Climate activists won at least two seats on Exxon Mobils board a victory for investors who have said the oil gian ',Politics
1576,'Heres what you need to know about traveling to Europe from the US this summer ',Religion
1577,'Immunity to the coronavirus lasts at least a year probably longer and improves over time especially after vaccina ',Action
1578,'Breaking News President Biden has asked US intelligence to submit a report within 90 days on whether the coronav ',Drama
1579,'Friends The Reunion is arriving on HBO Max on Thursday This special is the superexpressway of memory lanes w ',Action
1580,'Heres what you need to know about Belarus and its authoritarian president Aleksandr Lukashenko since the forced ',Action
1581,'John Warner of Virginia was recognized as a protector of Senate traditions and credited with trying to forge bipart ',Cronaca
1582,'Here are a few quick tips for enhancing the iPhone experience ',Religion
1583,'New The sweet overstuffed Friends reunion is the superhighway of memory lanes ',Action
1584,'The longdelayed Tony Awards finally have a plan The ceremony will take place on Sept 26 Three of the 25 awards ',Politics
1585,'As a journalist in Beijing forI often wrote about people left behind in Chinas economic boom But the stor',Cronaca
1586,'In Opinion\n\nA feminist menopause rejects the patriarchal notion that a womans worth is tied to her ovarian functi ',Cronaca
1587,'Update Several people were killed in a shooting at a rail yard in San Jose California The assailant is also dead ',Religion
1588,'Karine JeanPierre the principal deputy press secretary for the White House will hold her first televised briefin ',Drama
1589,'Russia is increasing pressure on Google Twitter and Facebook to bow to the Kremlins internet censorship rules Ot ',Politics
1590,'The Tony Awards at long last have a plan On Sept 26 as shows begin to reopen CBS will air a concert celebrating Bro',Politics
1591,'In Opinion\n\nAs Republicans well know Democrats are divided on a host of volatile racial cultural and sexual issu ',Action
1592,'The Biden administration has renewed its appeals for a more rigorous investigation into the origins of the coronavi ',Action
1593,'Read her story in Chinese\n\n',Action
1594,'They called her the Orphan Girl She yearned to escape poverty and wished for a better life for her two children an ',Action
1595,'The police in San Jose California are investigating a shooting at a rail yard on Wednesday morning officials sai ',Religion
1596,'More lowincome rentersmany of whom the city lauded as essential workersare facing staggering rental debts they h',Politics
1597,'Its hard to disentangle social class from the college admissions process A recent study shows that college essay ',Action
1598,'Ford intends to boost spending on electric vehicles by about a third to 30 billion through 2025 The carmaker said ',Action
1599,'One of the more dire issues that remains unsolved as US+NATO forces withdraw is the continued maintenance of the Afghan Air Fo',Cronaca
1600,'As the coronavirus surges in Japan a top Olympics official said last week that the Games will go on even if a stat ',Action
1601,'The Tokyo Olympics came under new pressure as prominent public health experts accused the IOC of using outdated ',Religion
1602,' stellacooper What happens when the Mozambican government fails to protect its civilians Visual Investigations reconstructed an insu',Drama
1603,'To cultivate gratitude today were taking gratitude photos Learn more in this installment of s Fresh ',Cronaca
1604,'President Bidens pick to lead the ATF David Chipman an agency veteran who serves as an adviser to a major gun co ',Cronaca
1605,'NEW Im frankly a bit more accustomed to being the like the scrappy underdogYang said this spring\nInsteadfor month',Cronaca
1606,'The Louvre will have a female president for the first time in its 228year history Laurence des Cars the current ',Drama
1607,'Aleksandr Lukashenko the leader of Belarus is a close ally of President Vladimir Putin of Russia but the two hav ',Cronaca
1608,'After years of attacks insurgents in Mozambique besieged the town of Palma Our visual investigation shows how the gove',Cronaca
1609,'10 million settlement for family of Jamal Sutherland who died in January after sheriffs deputies used pepper spray and Taser',Politics
1610,'A cablecar crash that killed 14 people in a small Italian lakeside town shocked the community just as its tourism ',Cronaca
1611,'William Shakespeare the first man in Britain to receive a coronavirus vaccine has died after suffering a stroke ',Cronaca
1612,'Dominic Cummings the former top aide to Prime Minister Boris Johnson of Britain strongly criticized the governmen ',Drama
1613,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
1614,'On todays Daily Why Hamas since its founding engages in battles with Israel that it knows it cant winand that increase',Religion
1615,'At least 66 children died in Gaza and 2 in Israel Most were Palestinians killed by Israeli strikes They wanted to be do',Action
1616,'In Opinion\n\nThe American people have a right to see the memo writes Neal Katyal a law professor in a guest ess ',Drama
1617,'Extreme Covid cautioneven more than the data supportsmay seem as if it has no downsides But everything has downsides',Action
1618,'Ecommerce is changing the area in and around Pennsylvanias Lehigh Valley where huge warehouses are sprouting up like mush',Cronaca
1619,'In Opinion\n\nEveryone seems to agree that our individualism makes us selfcentered or selfish and to disagree only ',Drama
1620,'The singer Marilyn Manson is wanted in New Hampshire in connection with an assault involving a videographer at a co ',Religion
1621,'MetroGoldwynMayer home to James Bond and Rocky finally found a buyer willing to pay retail Amazonamp',Cronaca
1622,'A supermoon and a total lunar eclipse combined to form a super blood moon on Wednesday putting on a striking dis ',Religion
1623,'In the coming daysno one knows exactly whena lucky baseball player will score what will officially be the two ',Politics
1624,'Breaking News Amazon is buying MGM for 845 billion giving it access to the James Bond franchise as it seeks to ',Action
1625,'A county in South Carolina agreed on Tuesday to pay 10 million to the family of Jamal Sutherland a Black man who ',Politics
1626,'The EU could seek billions of euros in penalties from AstraZeneca if the company fails to deliver the Covid19 vacc ',Politics
1627,'So you want to become a digital nomad Before you go consider the tax implications ',Cronaca
1628,'66 children were killed this month in Gaza and 2 in Israel\n\nWho were they\n\n+ ',Action
1629,'Breaking News Senator John Warner of Virginia a former Navy secretary and a leading Republican voice on military ',Action
1630,'The 11 days of fighting between Israel and Hamas caused devastation in Gaza But after a ceasefire was declared H ',Action
1631,'The Olympics charge ahead The critics and worried experts keep pace \n\nI covered the latest including harsh words from spe',Religion
1632,'RIP William Shakespeare the first man in Britain to receive an approved Covid vaccine last year\n',Politics
1633,'Darnella Frazier the teenager who recorded George Floyds murder released a powerful statement on Tuesday address ',Politics
1634,'The Louvre will have a female president for the first time in its 228year history Laurence des Cars who is curre ',Drama
1635,'At least one person was killed when a helicopter crashed in Florida on Tuesday officials said The three other peo ',Politics
1636,'William Shakespeare the first man in Britain to receive a coronavirus vaccine has died after suffering a stroke ',Cronaca
1637,'Becoming a digital nomad this summer may sound appealing as borders reopen and workfromhome policies remain But ',Cronaca
1638,'The Biden administration has decided to fight a legal battle to keep secret most of a Justice Department memo relat ',Drama
1639,'Just minutes after the war between Israel and Hamas broke out Baraa alGharabli 5 was killed in Gaza\n\nHe was on ',Politics
1640,'WhatsApp sued the Indian government on Wednesday to block new internet rules that would require it to make messages ',Politics
1641,'Dominic Cummingsonce a powerful adviser to Prime Minister Boris Johnson of Britain now a dangerous enemywill ',Drama
1642,'Nadia Whittome who at 24 is the youngest member of Britains Parliament said she is taking several weeks off on t ',Drama
1643,'Heres a look at some of the highlights worth watching from latenight TV\n',Cronaca
1644,'The Tokyo Olympics are under new pressure Public health experts have suggested the Games safety plans put athlete ',Action
1645,'Prosecutors in Italy will try four Egyptian security agents on charges of kidnapping torturing and murdering an It ',Cronaca
1646,'A county in South Carolina agreed on Tuesday to pay 10 million to the family of Jamal Sutherland a Black man who ',Politics
1647,'A study in which scientists drove mice to bond by zapping their brains with synchronized signals raises questions a ',Cronaca
1648,'An Indian couple is being investigated after they chartered a plane and performed a marriage ritual midair with abo ',Religion
1649,'A movement demanding a new kind of Iraq struggles to carry on despite intimidation from Iranianbacked militias th ',Cronaca
1650,'On Saturday 21 runners died in a storm during a 62mile race in northwestern China Tragedy is hardly a foreign co ',Politics
1651,'The Tokyo Olympics came under new pressure as prominent public health experts accused the IOC of using outdated science t',Religion
1652,'In Opinion\n\nThe lack of explicit legal protection for caste creates the conditions of impunity for caste exploitat ',Cronaca
1653,'More than 30 poets have been imprisoned and at least four have been killed since the army seized control in Myanm ',Cronaca
1654,'India recorded the largest daily death toll for any country last weeka figure that is likely an undercount Our ',Religion
1655,'NEW The race to the exits leaves the US grappling with huge unresolved issues that officials had thought they would',Religion
1656,'I find myself midway through my 40s freed from agonizing over my best angle writes Glynnis MacNicol feeling ',Drama
1657,'President Biden and President Vladimir Putin of Russia have agreed to meet on June 16 in Geneva for a facetoface ',Drama
1658,'A Kentucky prosecutor said on Tuesday that he would not pursue criminal charges against National Guard members invo ',Drama
1659,'Menopause has long been treated as a predeath a metamorphosis from a woman to a crone with her exit ticket already punch',Action
1660,'In a private meeting at the White House on Tuesday President Biden renewed the promise he made to the family of Ge ',Politics
1661,'American citizens abroad who saw their passports expire during the Covid19 pandemic are now able to return to the ',Drama
1662,'How safe is flying The air in planes is refreshed more often than most grocery stores But that doesnt guarantee ',Cronaca
1663,'The singer Marilyn Manson is wanted in New Hampshire in connection with an assault involving a videographer at a co ',Religion
1664,'Thieves searched the internet for owners of Asian restaurants and then used trackers made from magnets and cellphones to f',Religion
1665,'Idaho prosecutors announced that Chad Daybell and Lori Vallow had been charged with two counts of firstdegree murd ',Drama
1666,'Australians will have some of the best views of the super blood moon this week but passengers on a onetime flig ',Religion
